id,name,image,model,categoryId,price,description,rating,origin,prepTime,availability,dietary,calories,protein,carbs,fats,flavorProfile,spiceLevel,ingredients,servingSize,tags,price_LKR,price_USD,Gluten-Free,Vegan,Vegetarian,tag_american,tag_appetizer,tag_beans,tag_bread,tag_burger,tag_cheesy,tag_chinese,tag_chocolate,tag_cocktail,tag_coconut,tag_coffee,tag_cold,tag_condiment,tag_cookies,tag_cooling,tag_corn,tag_creamy,tag_crispy,tag_curry,tag_custard,tag_dessert,tag_dip,tag_dumplings,tag_fast food,tag_floral,tag_fried,tag_fries,tag_fritters,tag_fruity,tag_fudge,tag_gluten-free,tag_grain,tag_greens,tag_grilled,tag_hearty,tag_herbal,tag_hot,tag_ice cream,tag_iced,tag_indian,tag_italian,tag_juice,tag_lemonade,tag_lentils,tag_milk,tag_milky,tag_mushrooms,tag_noodles,tag_pasta,tag_pastry,tag_pie,tag_potatoes,tag_pudding,tag_refreshing,tag_rice,tag_salad,tag_savory,tag_seafood,tag_short eats,tag_snack,tag_soda,tag_spiced,tag_spicy,tag_sri lankan,tag_steak,tag_steamed,tag_stir-fry,tag_street food,tag_sweet,tag_syrup,tag_tangy,tag_tea,tag_thai,tag_tropical,tag_vegan,tag_vegetarian,tag_wafers,tag_yogurt,flavor_Bitter,flavor_Citrus,flavor_Creamy,flavor_Earthy,flavor_Floral,flavor_Fresh,flavor_Herbal,flavor_Neutral,flavor_Savory,flavor_Spicy,flavor_Sweet,flavor_Sweet-Savory,flavor_Sweet-Sour,flavor_Sweet-Spicy,flavor_Sweet-Tart,flavor_Tangy,spiceLevel_encoded,origin_American,origin_Chinese,origin_Chinese-American,origin_Indian,origin_Italian,origin_Sri Lankan,origin_Thai
94,Tom Yum Fried Rice,/foodImages/tom_yum_fried_rice.jpeg,/models/tom_yum_fried_rice.glb,3,"{'LKR': 900, 'USD': 3.0}",Spicy fried rice with shrimp and lemongrass,4.7,Thai,Quick (under 15 min),In Stock,[],550,18,65,20,Spicy,Hot,"rice, shrimp, lemongrass, chili",1 portion,"['thai', 'rice', 'spicy']",900.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,3,False,False,False,False,False,False,True
95,Beef Chow Fun,/foodImages/beef_chow_fun.jpeg,/models/beef_chow_fun.glb,3,"{'LKR': 950, 'USD': 3.17}",Stir-fried wide noodles with beef,4.6,Chinese,Quick (under 15 min),In Stock,[],600,20,70,20,Savory,Mild,"wide noodles, beef, bean sprouts, soy sauce",1 portion,"['chinese', 'noodles', 'stir-fry']",950.0,3.17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1,False,True,False,False,False,False,False
96,Pol Roti,/foodImages/pol_roti.jpeg,/models/pol_roti.glb,4,"{'LKR': 150, 'USD': 0.5}",Coconut flatbread with a crispy edge,4.6,Sri Lankan,Quick (under 15 min),In Stock,['Vegetarian'],200,4,30,8,Savory,Mild,"flour, coconut, onions, green chili",2 pieces,"['sri lankan', 'bread', 'vegetarian']",150.0,0.5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1,False,False,False,False,False,True,False
97,Naan,/foodImages/naan.jpeg,/models/naan.glb,4,"{'LKR': 200, 'USD': 0.67}",Soft and fluffy Indian flatbread,4.7,Indian,Quick (under 15 min),In Stock,['Vegetarian'],250,6,40,8,Savory,Mild,"flour, yeast, yogurt, butter",1 piece,"['indian', 'bread', 'vegetarian']",200.0,0.67,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1,False,False,False,True,False,False,False
98,Cornbread,/foodImages/cornbread.jpeg,/models/cornbread.glb,4,"{'LKR': 250, 'USD': 0.83}",Sweet and moist cornmeal bread,4.5,American,Medium (15–30 min),In Stock,['Vegetarian'],220,5,35,8,Sweet,Mild,"cornmeal, flour, sugar, butter",1 slice,"['american', 'bread', 'vegetarian']",250.0,0.83,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,True,False,False,False,False,False,False
99,Focaccia,/foodImages/focaccia.jpeg,/models/focaccia.glb,4,"{'LKR': 300, 'USD': 1.0}",Italian flatbread with olive oil and herbs,4.6,Italian,Medium (15–30 min),In Stock,"['Vegetarian', 'Vegan']",230,5,35,10,Savory,Mild,"flour, olive oil, rosemary, salt",1 slice,"['italian', 'bread', 'vegan']",300.0,1.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1,False,False,False,False,True,False,False
100,Thai Sticky Rice,/foodImages/thai_sticky_rice.jpeg,/models/thai_sticky_rice.glb,4,"{'LKR': 200, 'USD': 0.67}",Glutinous rice steamed in bamboo,4.5,Thai,Medium (15–30 min),In Stock,"['Vegetarian', 'Vegan', 'Gluten-Free']",180,4,35,1,Neutral,Mild,"glutinous rice, water",1 portion,"['thai', 'rice', 'vegan']",200.0,0.67,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,True
101,Scallion Pancake,/foodImages/scallion_pancake.jpeg,/models/scallion_pancake.glb,4,"{'LKR': 250, 'USD': 0.83}",Crispy flatbread with green onions,4.6,Chinese,Quick (under 15 min),In Stock,['Vegetarian'],220,5,30,10,Savory,Mild,"flour, scallions, oil",1 piece,"['chinese', 'bread', 'vegetarian']",250.0,0.83,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1,False,True,False,False,False,False,False
102,Paratha,/foodImages/paratha.jpeg,/models/paratha.glb,4,"{'LKR': 180, 'USD': 0.6}",Layered Indian flatbread,4.6,Indian,Quick (under 15 min),In Stock,['Vegetarian'],230,5,35,10,Savory,Mild,"flour, ghee, water",1 piece,"['indian', 'bread', 'vegetarian']",180.0,0.6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1,False,False,False,True,False,False,False
103,Biscuits,/foodImages/biscuits.jpeg,/models/biscuits.glb,4,"{'LKR': 200, 'USD': 0.67}",Fluffy buttermilk biscuits,4.5,American,Medium (15–30 min),In Stock,['Vegetarian'],200,4,25,10,Savory,Mild,"flour, buttermilk, butter",2 pieces,"['american', 'bread', 'vegetarian']",200.0,0.67,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1,True,False,False,False,False,False,False
104,Ciabatta,/foodImages/ciabatta.jpeg,/models/ciabatta.glb,4,"{'LKR': 300, 'USD': 1.0}",Crusty Italian bread with olive oil,4.6,Italian,Medium (15–30 min),In Stock,"['Vegetarian', 'Vegan']",220,5,40,5,Savory,Mild,"flour, olive oil, yeast, salt",1 slice,"['italian', 'bread', 'vegan']",300.0,1.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1,False,False,False,False,True,False,False
105,Roti Canai,/foodImages/roti_canai.jpeg,/models/roti_canai.glb,4,"{'LKR': 200, 'USD': 0.67}",Flaky flatbread served with curry dip,4.7,Thai,Quick (under 15 min),In Stock,['Vegetarian'],250,5,35,10,Savory,Mild,"flour, ghee, curry sauce",1 piece,"['thai', 'bread', 'vegetarian']",200.0,0.67,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1,False,False,False,False,False,False,True
106,Pork Bun,/foodImages/pork_bun.jpeg,/models/pork_bun.glb,4,"{'LKR': 300, 'USD': 1.0}",Steamed bun with BBQ pork filling,4.6,Chinese,Medium (15–30 min),In Stock,[],280,10,40,10,Savory,Mild,"flour, pork, hoisin sauce",1 bun,"['chinese', 'bread', 'steamed']",300.0,1.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1,False,True,False,False,False,False,False
107,Hoppers,/foodImages/hoppers.jpeg,/models/hoppers.glb,4,"{'LKR': 150, 'USD': 0.5}",Crispy rice flour pancakes with soft center,4.7,Sri Lankan,Medium (15–30 min),In Stock,"['Vegetarian', 'Gluten-Free']",180,4,30,5,Savory,Mild,"rice flour, coconut milk, yeast",2 pieces,"['sri lankan', 'bread', 'gluten-free']",150.0,0.5,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1,False,False,False,False,False,True,False
108,Puri,/foodImages/puri.jpeg,/models/puri.glb,4,"{'LKR': 150, 'USD': 0.5}",Deep-fried puffed Indian bread,4.6,Indian,Quick (under 15 min),In Stock,['Vegetarian'],200,4,25,10,Savory,Mild,"flour, water, oil",2 pieces,"['indian', 'bread', 'vegetarian']",150.0,0.5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1,False,False,False,True,False,False,False
109,Dinner Rolls,/foodImages/dinner_rolls.jpeg,/models/dinner_rolls.glb,4,"{'LKR': 200, 'USD': 0.67}",Soft and buttery rolls,4.5,American,Medium (15–30 min),In Stock,['Vegetarian'],180,4,30,5,Savory,Mild,"flour, butter, yeast, milk",2 pieces,"['american', 'bread', 'vegetarian']",200.0,0.67,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1,True,False,False,False,False,False,False
110,Garlic Bread,/foodImages/garlic_bread.jpeg,/models/garlic_bread.glb,4,"{'LKR': 250, 'USD': 0.83}",Toasted bread with garlic and butter,4.6,Italian,Quick (under 15 min),In Stock,['Vegetarian'],200,4,30,8,Savory,Mild,"bread, butter, garlic, parsley",2 slices,"['italian', 'bread', 'vegetarian']",250.0,0.83,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1,False,False,False,False,True,False,False
111,Khanom Jeen,/foodImages/khanom_jeen.jpeg,/models/khanom_jeen.glb,4,"{'LKR': 200, 'USD': 0.67}",Fermented rice noodles with curry,4.6,Thai,Medium (15–30 min),In Stock,['Vegetarian'],220,5,40,5,Savory,Medium,"rice noodles, curry paste, coconut milk",1 portion,"['thai', 'noodles', 'vegetarian']",200.0,0.67,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,2,False,False,False,False,False,False,True
112,Steamed Bun,/foodImages/steamed_bun.jpeg,/models/steamed_bun.glb,4,"{'LKR': 200, 'USD': 0.67}",Soft steamed bun with vegetable filling,4.5,Chinese,Medium (15–30 min),In Stock,['Vegetarian'],200,5,35,5,Savory,Mild,"flour, vegetables, yeast",1 bun,"['chinese', 'bread', 'vegetarian']",200.0,0.67,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1,False,True,False,False,False,False,False
113,Godamba Roti,/foodImages/godamba_roti.jpeg,/models/godamba_roti.glb,4,"{'LKR': 150, 'USD': 0.5}",Thin and stretchy flatbread,4.6,Sri Lankan,Quick (under 15 min),In Stock,['Vegetarian'],180,4,30,5,Savory,Mild,"flour, water, oil",1 piece,"['sri lankan', 'bread', 'vegetarian']",150.0,0.5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1,False,False,False,False,False,True,False
114,Aloo Paratha,/foodImages/aloo_paratha.jpeg,/models/aloo_paratha.glb,4,"{'LKR': 250, 'USD': 0.83}",Flatbread stuffed with spiced potatoes,4.7,Indian,Quick (under 15 min),In Stock,['Vegetarian'],250,6,35,10,Savory,Medium,"flour, potatoes, spices, ghee",1 piece,"['indian', 'bread', 'vegetarian']",250.0,0.83,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,2,False,False,False,True,False,False,False
115,Sourdough Bread,/foodImages/sourdough_bread.jpeg,/models/sourdough_bread.glb,4,"{'LKR': 300, 'USD': 1.0}",Crusty bread with tangy flavor,4.6,American,Long (over 30 min),In Stock,"['Vegetarian', 'Vegan']",220,5,40,2,Savory,Mild,"flour, water, sourdough starter",1 slice,"['american', 'bread', 'vegan']",300.0,1.0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1,True,False,False,False,False,False,False
116,Baguette,/foodImages/baguette.jpeg,/models/baguette.glb,4,"{'LKR': 250, 'USD': 0.83}",Crisp and airy French-style bread,4.6,Italian,Medium (15–30 min),In Stock,"['Vegetarian', 'Vegan']",200,5,40,2,Savory,Mild,"flour, yeast, water, salt",1 slice,"['italian', 'bread', 'vegan']",250.0,0.83,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1,False,False,False,False,True,False,False
117,Thai Flatbread,/foodImages/thai_flatbread.jpeg,/models/thai_flatbread.glb,4,"{'LKR': 200, 'USD': 0.67}",Soft flatbread with sesame seeds,4.5,Thai,Quick (under 15 min),In Stock,['Vegetarian'],220,5,35,8,Savory,Mild,"flour, sesame seeds, oil",1 piece,"['thai', 'bread', 'vegetarian']",200.0,0.67,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1,False,False,False,False,False,False,True
118,Red Bean Bun,/foodImages/red_bean_bun.jpeg,/models/red_bean_bun.glb,4,"{'LKR': 250, 'USD': 0.83}",Steamed bun with sweet red bean filling,4.5,Chinese,Medium (15–30 min),In Stock,['Vegetarian'],250,5,45,5,Sweet,Mild,"flour, red bean paste, yeast",1 bun,"['chinese', 'bread', 'vegetarian']",250.0,0.83,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,False,True,False,False,False,False,False
119,Egg Hoppers,/foodImages/egg_hoppers.jpeg,/models/egg_hoppers.glb,4,"{'LKR': 200, 'USD': 0.67}",Crispy rice flour pancakes with egg center,4.7,Sri Lankan,Medium (15–30 min),In Stock,['Gluten-Free'],220,6,30,8,Savory,Mild,"rice flour, coconut milk, egg",1 piece,"['sri lankan', 'bread', 'gluten-free']",200.0,0.67,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1,False,False,False,False,False,True,False
120,Kulcha,/foodImages/kulcha.jpeg,/models/kulcha.glb,4,"{'LKR': 200, 'USD': 0.67}",Soft leavened bread with sesame seeds,4.6,Indian,Quick (under 15 min),In Stock,['Vegetarian'],230,5,35,8,Savory,Mild,"flour, yogurt, sesame seeds",1 piece,"['indian', 'bread', 'vegetarian']",200.0,0.67,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1,False,False,False,True,False,False,False
121,Watalappam,/foodImages/watalappam.jpeg,/models/watalappam.glb,5,"{'LKR': 200, 'USD': 0.67}",Creamy coconut custard with jaggery,4.7,Sri Lankan,Medium (15–30 min),In Stock,['Gluten-Free'],250,5,35,10,Sweet,Mild,"coconut milk, jaggery, eggs, cardamom",1 portion,"['sri lankan', 'dessert', 'custard']",200.0,0.67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,False,False,False,False,False,True,False
122,Gulab Jamun,/foodImages/gulab_jamun.jpeg,/models/gulab_jamun.glb,5,"{'LKR': 150, 'USD': 0.5}",Sweet milk dough balls in sugar syrup,4.8,Indian,Medium (15–30 min),In Stock,['Vegetarian'],300,4,50,12,Sweet,Mild,"milk powder, flour, sugar, ghee",2 pieces,"['indian', 'dessert', 'sweet']",150.0,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,False,False,False,True,False,False,False
123,Apple Pie,/foodImages/apple_pie.jpeg,/models/apple_pie.glb,5,"{'LKR': 350, 'USD': 1.17}",Flaky crust with spiced apple filling,4.7,American,Long (over 30 min),In Stock,['Vegetarian'],320,3,45,15,Sweet,Mild,"apples, flour, sugar, butter",1 slice,"['american', 'dessert', 'pie']",350.0,1.17,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,True,False,False,False,False,False,False
124,Tiramisu,/foodImages/tiramisu.jpeg,/models/tiramisu.glb,5,"{'LKR': 400, 'USD': 1.33}",Coffee-flavored layered cream dessert,4.8,Italian,Medium (15–30 min),In Stock,[],350,6,40,20,Sweet,Mild,"mascarpone, coffee, ladyfingers, cocoa",1 portion,"['italian', 'dessert', 'creamy']",400.0,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,False,False,False,False,True,False,False
125,Mango Sticky Rice,/foodImages/mango_sticky_rice.jpeg,/models/mango_sticky_rice.glb,5,"{'LKR': 300, 'USD': 1.0}",Sweet sticky rice with fresh mango,4.7,Thai,Medium (15–30 min),In Stock,"['Vegetarian', 'Gluten-Free']",280,4,50,8,Sweet,Mild,"glutinous rice, mango, coconut milk",1 portion,"['thai', 'dessert', 'tropical']",300.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,False,False,False,False,False,False,True
126,Egg Tart,/foodImages/egg_tart.jpeg,/models/egg_tart.glb,5,"{'LKR': 150, 'USD': 0.5}",Flaky pastry with creamy egg custard,4.6,Chinese,Medium (15–30 min),In Stock,['Vegetarian'],200,4,25,10,Sweet,Mild,"flour, eggs, sugar, milk",1 tart,"['chinese', 'dessert', 'pastry']",150.0,0.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,False,True,False,False,False,False,False
127,Kiri Pani,/foodImages/kiri_pani.jpeg,/models/kiri_pani.glb,5,"{'LKR': 150, 'USD': 0.5}",Sweet buffalo curd with treacle,4.6,Sri Lankan,Quick (under 15 min),In Stock,"['Vegetarian', 'Gluten-Free']",220,6,30,8,Sweet,Mild,"buffalo curd, palm treacle",1 portion,"['sri lankan', 'dessert', 'yogurt']",150.0,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,False,False,False,False,False,True,False
