id,name,image,model,categoryId,price,description,rating,origin,prepTime,availability,dietary,calories,protein,carbs,fats,flavorProfile,spiceLevel,ingredients,servingSize,tags,price_LKR,price_USD,Gluten-Free,Vegan,Vegetarian,tag_american,tag_appetizer,tag_beans,tag_bread,tag_burger,tag_cheesy,tag_chinese,tag_chocolate,tag_cocktail,tag_coconut,tag_coffee,tag_cold,tag_condiment,tag_cookies,tag_cooling,tag_corn,tag_creamy,tag_crispy,tag_curry,tag_custard,tag_dessert,tag_dip,tag_dumplings,tag_fast food,tag_floral,tag_fried,tag_fries,tag_fritters,tag_fruity,tag_fudge,tag_gluten-free,tag_grain,tag_greens,tag_grilled,tag_hearty,tag_herbal,tag_hot,tag_ice cream,tag_iced,tag_indian,tag_italian,tag_juice,tag_lemonade,tag_lentils,tag_milk,tag_milky,tag_mushrooms,tag_noodles,tag_pasta,tag_pastry,tag_pie,tag_potatoes,tag_pudding,tag_refreshing,tag_rice,tag_salad,tag_savory,tag_seafood,tag_short eats,tag_snack,tag_soda,tag_spiced,tag_spicy,tag_sri lankan,tag_steak,tag_steamed,tag_stir-fry,tag_street food,tag_sweet,tag_syrup,tag_tangy,tag_tea,tag_thai,tag_tropical,tag_vegan,tag_vegetarian,tag_wafers,tag_yogurt,flavor_Bitter,flavor_Citrus,flavor_Creamy,flavor_Earthy,flavor_Floral,flavor_Fresh,flavor_Herbal,flavor_Neutral,flavor_Savory,flavor_Spicy,flavor_Sweet,flavor_Sweet-Savory,flavor_Sweet-Sour,flavor_Sweet-Spicy,flavor_Sweet-Tart,flavor_Tangy,spiceLevel_encoded,origin_American,origin_Chinese,origin_Chinese-American,origin_Indian,origin_Italian,origin_Sri Lankan,origin_Thai,available_in_menu,ingredients_list,nutrition_tags,contextual_tags
52,Grilled Salmon,/foodImages/grilled_salmon.jpeg,/models/grilled_salmon.glb,3,"{'LKR': 1400, 'USD': 4.67}",Herb-marinated salmon with lemon,4.8,American,Medium (15–30 min),In Stock,['Gluten-Free'],400,30,5,25,Savory,Mild,"salmon, lemon, herbs, olive oil",1 portion,"[""american"", ""seafood"", ""grilled""]",1400.0,4.67,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,"['salmon', 'lemon', 'herbs', 'olive oil']","[""High Protein"", ""Gluten-Free""]","[""seafood"", ""savory"", ""american"", ""mild"", ""grilled""]"
53,Fettuccine Alfredo,/foodImages/fettuccine_alfredo.jpeg,/models/fettuccine_alfredo.glb,2,"{'LKR': 1100, 'USD': 3.67}",Creamy pasta with parmesan sauce,4.7,Italian,Quick (under 15 min),In Stock,['Vegetarian'],600,15,60,30,Creamy,Mild,"fettuccine, cream, parmesan, butter",1 portion,"[""italian"", ""pasta"", ""creamy""]",1100.0,3.67,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,"['fettuccine', 'cream', 'parmesan', 'butter']","[""High Protein"", ""Vegetarian""]","[""pasta"", ""vegetarian"", ""creamy"", ""italian"", ""mild""]"
54,General Tso's Chicken,/foodImages/general_tso_chicken.jpeg,/models/general_tso_chicken.glb,1,"{'LKR': 1000, 'USD': 3.33}",Crispy chicken in sweet-spicy sauce,4.6,Chinese,Medium (15–30 min),In Stock,[],500,25,30,25,Sweet-Spicy,Medium,"chicken, soy sauce, sugar, chili",1 portion,"[""chinese"", ""stir-fry"", ""spicy""]",1000.0,3.33,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,1,"['chicken', 'soy sauce', 'sugar', 'chili']","[""High Protein"", ""Gluten-Free""]","[""dessert"", ""stir-fry"", ""medium"", ""sweet-spicy"", ""chinese"", ""spicy""]"
55,Parippu Curry,/foodImages/parippu_curry.jpeg,/models/parippu_curry.glb,2,"{'LKR': 600, 'USD': 2.0}",Spiced red lentil curry with coconut,4.6,Sri Lankan,Medium (15–30 min),In Stock,"['Vegetarian', 'Vegan', 'Gluten-Free']",320,12,35,12,Savory,Medium,"red lentils, coconut milk, spices",1 portion,"[""sri lankan"", ""curry"", ""vegan""]",600.0,2.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,"['red lentils', 'coconut milk', 'spices']","[""Vegan"", ""Vegetarian"", ""Gluten-Free""]","[""curry"", ""medium"", ""sri lankan"", ""savory"", ""vegetarian"", ""healthy"", ""vegan""]"
56,Palak Paneer,/foodImages/palak_paneer.jpeg,/models/palak_paneer.glb,2,"{'LKR': 900, 'USD': 3.0}",Spinach curry with paneer cubes,4.7,Indian,Medium (15–30 min),In Stock,['Vegetarian'],400,15,20,25,Savory,Mild,"spinach, paneer, cream, spices",1 portion,"[""indian"", ""curry"", ""vegetarian""]",900.0,3.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,"['spinach', 'paneer', 'cream', 'spices']","[""High Protein"", ""Vegetarian"", ""Gluten-Free""]","[""curry"", ""savory"", ""vegetarian"", ""mild"", ""indian""]"
57,Steak with Garlic Butter,/foodImages/steak_garlic_butter.jpeg,/models/steak_garlic_butter.glb,1,"{'LKR': 1600, 'USD': 5.33}",Juicy steak with garlic butter sauce,4.8,American,Medium (15–30 min),In Stock,['Gluten-Free'],700,40,5,50,Savory,Mild,"beef, butter, garlic, herbs",1 portion,"[""american"", ""steak"", ""hearty""]",1600.0,5.33,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,"['beef', 'butter', 'garlic', 'herbs']","[""High Protein"", ""Gluten-Free""]","[""savory"", ""american"", ""steak"", ""mild"", ""hearty""]"
58,Pesto Pasta,/foodImages/pesto_pasta.jpeg,/models/pesto_pasta.glb,2,"{'LKR': 1000, 'USD': 3.33}",Pasta with basil pesto and parmesan,4.6,Italian,Quick (under 15 min),In Stock,['Vegetarian'],550,15,60,25,Savory,Mild,"pasta, basil, pine nuts, parmesan",1 portion,"[""italian"", ""pasta"", ""vegetarian""]",1000.0,3.33,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,"['pasta', 'basil', 'pine nuts', 'parmesan']","[""High Protein"", ""Vegetarian""]","[""savory"", ""pasta"", ""vegetarian"", ""italian"", ""mild""]"
59,Sweet and Sour Pork,/foodImages/sweet_sour_pork.jpeg,/models/sweet_sour_pork.glb,1,"{'LKR': 950, 'USD': 3.17}",Crispy pork in sweet and sour sauce,4.6,Chinese,Medium (15–30 min),In Stock,[],500,20,35,25,Sweet-Sour,Mild,"pork, pineapple, bell peppers, vinegar",1 portion,"[""chinese"", ""stir-fry"", ""sweet""]",950.0,3.17,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,"['pork', 'pineapple', 'bell peppers', 'vinegar']","[""High Protein"", ""Gluten-Free""]","[""dessert"", ""stir-fry"", ""mild"", ""sweet-sour"", ""chinese"", ""sweet""]"
60,Seeni Sambol Fish Curry,/foodImages/seeni_sambol_fish_curry.jpeg,/models/seeni_sambol_fish_curry.glb,2,"{'LKR': 900, 'USD': 3.0}",Fish curry with caramelized onion sambol,4.7,Sri Lankan,Medium (15–30 min),In Stock,['Gluten-Free'],400,25,15,20,Spicy,Hot,"fish, onions, spices, coconut milk",1 portion,"[""sri lankan"", ""curry"", ""seafood""]",900.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,"['fish', 'onions', 'spices', 'coconut milk']","[""High Protein"", ""Gluten-Free""]","[""curry"", ""hot"", ""seafood"", ""sri lankan"", ""spicy""]"
61,Saag Aloo,/foodImages/saag_aloo.jpeg,/models/saag_aloo.glb,2,"{'LKR': 800, 'USD': 2.67}",Spinach and potato curry,4.6,Indian,Medium (15–30 min),In Stock,"['Vegetarian', 'Vegan']",350,10,40,12,Savory,Medium,"spinach, potatoes, spices, onions",1 portion,"[""indian"", ""curry"", ""vegan""]",800.0,2.67,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,"['spinach', 'potatoes', 'spices', 'onions']","[""Vegan"", ""Vegetarian"", ""Gluten-Free""]","[""curry"", ""medium"", ""savory"", ""vegetarian"", ""healthy"", ""indian"", ""vegan""]"
62,Green Curry Chicken,/foodImages/green_curry_chicken.jpeg,/models/green_curry_chicken.glb,2,"{'LKR': 1000, 'USD': 3.33}",Spicy chicken curry with green chili and coconut,4.7,Thai,Medium (15–30 min),In Stock,['Gluten-Free'],500,25,15,30,Spicy,Hot,"chicken, green chili, coconut milk, basil",1 portion,"[""thai"", ""curry"", ""spicy""]",1000.0,3.33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,"['chicken', 'green chili', 'coconut milk', 'basil']","[""High Protein"", ""Gluten-Free""]","[""thai"", ""curry"", ""hot"", ""spicy""]"
63,Chicken Parmesan,/foodImages/chicken_parmesan.jpeg,/models/chicken_parmesan.glb,1,"{'LKR': 1200, 'USD': 4.0}",Breaded chicken with marinara and mozzarella,4.7,Italian,Medium (15–30 min),In Stock,[],600,30,30,30,Savory,Mild,"chicken, breadcrumbs, marinara, mozzarella",1 portion,"[""italian"", ""hearty"", ""cheesy""]",1200.0,4.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,"['chicken', 'breadcrumbs', 'marinara', 'mozzarella']","[""High Protein""]","[""savory"", ""italian"", ""mild"", ""cheesy"", ""hearty""]"
64,Beef and Broccoli,/foodImages/beef_broccoli.jpeg,/models/beef_broccoli.glb,1,"{'LKR': 1000, 'USD': 3.33}",Stir-fried beef with broccoli in oyster sauce,4.6,Chinese,Quick (under 15 min),In Stock,[],450,25,15,25,Savory,Mild,"beef, broccoli, oyster sauce, soy sauce",1 portion,"[""chinese"", ""stir-fry"", ""hearty""]",1000.0,3.33,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,"['beef', 'broccoli', 'oyster sauce', 'soy sauce']","[""High Protein"", ""Gluten-Free""]","[""stir-fry"", ""savory"", ""mild"", ""chinese"", ""hearty""]"
65,Prawn Curry,/foodImages/prawn_curry.jpeg,/models/prawn_curry.glb,2,"{'LKR': 1100, 'USD': 3.67}",Spicy prawn curry with coconut milk,4.7,Sri Lankan,Medium (15–30 min),In Stock,['Gluten-Free'],400,20,10,25,Spicy,Hot,"prawns, coconut milk, spices, curry leaves",1 portion,"[""sri lankan"", ""curry"", ""seafood""]",1100.0,3.67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,"['prawns', 'coconut milk', 'spices', 'curry leaves']","[""High Protein"", ""Gluten-Free""]","[""curry"", ""hot"", ""seafood"", ""sri lankan"", ""spicy""]"
66,Kottu Roti,/foodImages/kottu_roti.jpeg,/models/kottu_roti.glb,1,"{'LKR': 700, 'USD': 2.33}",Chopped roti with vegetables and chicken,4.8,Sri Lankan,Quick (under 15 min),In Stock,[],550,20,65,20,Savory,Medium,"roti, chicken, vegetables, spices",1 portion,"[""sri lankan"", ""street food"", ""hearty""]",700.0,2.33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,"['roti', 'chicken', 'vegetables', 'spices']","[""High Protein"", ""Gluten-Free""]","[""medium"", ""sri lankan"", ""savory"", ""street food"", ""hearty""]"
67,Vegetable Biryani,/foodImages/veg_biryani.jpeg,/models/veg_biryani.glb,3,"{'LKR': 800, 'USD': 2.67}",Spiced rice with mixed vegetables,4.7,Indian,Medium (15–30 min),In Stock,['Vegetarian'],500,10,80,15,Spicy,Medium,"basmati rice, vegetables, spices",1 portion,"[""indian"", ""rice"", ""vegetarian""]",800.0,2.67,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,"['basmati rice', 'vegetables', 'spices']","[""Vegan"", ""Vegetarian"", ""Gluten-Free""]","[""rice"", ""medium"", ""vegetarian"", ""indian"", ""vegan"", ""spicy""]"
68,Jambalaya,/foodImages/jambalaya.jpeg,/models/jambalaya.glb,1,"{'LKR': 1000, 'USD': 3.33}",Spicy rice dish with shrimp and sausage,4.6,American,Medium (15–30 min),In Stock,[],600,25,60,25,Spicy,Hot,"rice, shrimp, sausage, peppers, spices",1 portion,"[""american"", ""rice"", ""hearty""]",1000.0,3.33,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,"['rice', 'shrimp', 'sausage', 'peppers', 'spices']","[""High Protein"", ""Gluten-Free""]","[""rice"", ""seafood"", ""hot"", ""american"", ""hearty"", ""spicy""]"
69,Spaghetti Aglio e Olio,/foodImages/spaghetti_aglio_olio.jpeg,/models/spaghetti_aglio_olio.glb,2,"{'LKR': 900, 'USD': 3.0}",Pasta with garlic and olive oil,4.6,Italian,Quick (under 15 min),In Stock,['Vegetarian'],550,12,70,20,Savory,Mild,"spaghetti, garlic, olive oil, parsley",1 portion,"[""italian"", ""pasta"", ""vegetarian""]",900.0,3.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,"['spaghetti', 'garlic', 'olive oil', 'parsley']","[""Vegan"", ""Vegetarian""]","[""savory"", ""pasta"", ""vegetarian"", ""italian"", ""mild"", ""vegan""]"
70,Pad See Ew,/foodImages/pad_see_ew.jpeg,/models/pad_see_ew.glb,1,"{'LKR': 950, 'USD': 3.17}",Stir-fried flat noodles with beef and broccoli,4.7,Thai,Quick (under 15 min),In Stock,[],600,20,70,20,Savory,Mild,"flat noodles, beef, broccoli, soy sauce",1 portion,"[""thai"", ""noodles"", ""stir-fry""]",950.0,3.17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,"['flat noodles', 'beef', 'broccoli', 'soy sauce']","[""High Protein"", ""Gluten-Free""]","[""stir-fry"", ""savory"", ""noodles"", ""mild"", ""thai""]"
71,Fried Rice,/foodImages/fried_rice.jpeg,/models/fried_rice.glb,1,"{'LKR': 700, 'USD': 2.33}",Stir-fried rice with vegetables and egg,4.5,Chinese,Quick (under 15 min),In Stock,[],500,12,70,15,Savory,Mild,"rice, egg, vegetables, soy sauce",1 portion,"[""chinese"", ""rice"", ""stir-fry""]",700.0,2.33,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,"['rice', 'egg', 'vegetables', 'soy sauce']","[""Gluten-Free""]","[""rice"", ""stir-fry"", ""savory"", ""mild"", ""chinese""]"
72,Lamprais,/foodImages/lamprais.jpeg,/models/lamprais.glb,1,"{'LKR': 1000, 'USD': 3.33}","Rice with mixed meats and sambol, wrapped in banana leaf",4.8,Sri Lankan,Medium (15–30 min),In Stock,[],650,25,70,25,Savory,Medium,"rice, chicken, pork, sambol, banana leaf",1 portion,"[""sri lankan"", ""rice"", ""hearty""]",1000.0,3.33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,"['rice', 'chicken', 'pork', 'sambol', 'banana leaf']","[""High Protein"", ""Gluten-Free""]","[""rice"", ""medium"", ""sri lankan"", ""savory"", ""hearty""]"
73,Chicken Biryani,/foodImages/chicken_biryani.jpeg,/models/chicken_biryani.glb,3,"{'LKR': 900, 'USD': 3.0}",Spiced rice with marinated chicken,4.8,Indian,Medium (15–30 min),In Stock,[],600,25,70,20,Spicy,Medium,"basmati rice, chicken, spices, yogurt",1 portion,"[""indian"", ""rice"", ""hearty""]",900.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,"['basmati rice', 'chicken', 'spices', 'yogurt']","[""High Protein"", ""Gluten-Free""]","[""rice"", ""medium"", ""indian"", ""hearty"", ""spicy""]"
74,Red Beans and Rice,/foodImages/red_beans_rice.jpeg,/models/red_beans_rice.glb,1,"{'LKR': 800, 'USD': 2.67}",Rice with red beans and smoked sausage,4.6,American,Medium (15–30 min),In Stock,[],550,20,70,15,Savory,Mild,"rice, red beans, sausage, spices",1 portion,"[""american"", ""rice"", ""hearty""]",800.0,2.67,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,"['rice', 'red beans', 'sausage', 'spices']","[""High Protein"", ""Vegan"", ""Vegetarian"", ""Gluten-Free""]","[""rice"", ""savory"", ""vegetarian"", ""american"", ""mild"", ""vegan"", ""hearty""]"
75,Linguine with Clams,/foodImages/linguine_clams.jpeg,/models/linguine_clams.glb,2,"{'LKR': 1100, 'USD': 3.67}",Pasta with clams in white wine sauce,4.7,Italian,Quick (under 15 min),In Stock,[],550,20,65,20,Savory,Mild,"linguine, clams, white wine, garlic",1 portion,"[""italian"", ""pasta"", ""seafood""]",1100.0,3.67,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,"['linguine', 'clams', 'white wine', 'garlic']","[""High Protein"", ""Vegan"", ""Vegetarian""]","[""seafood"", ""savory"", ""pasta"", ""vegetarian"", ""italian"", ""mild"", ""vegan""]"
76,Drunken Noodles,/foodImages/drunken_noodles.jpeg,/models/drunken_noodles.glb,1,"{'LKR': 950, 'USD': 3.17}",Spicy stir-fried noodles with chicken,4.7,Thai,Quick (under 15 min),In Stock,[],600,20,70,20,Spicy,Hot,"wide noodles, chicken, chili, basil",1 portion,"[""thai"", ""noodles"", ""spicy""]",950.0,3.17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,"['wide noodles', 'chicken', 'chili', 'basil']","[""High Protein"", ""Gluten-Free""]","[""noodles"", ""thai"", ""hot"", ""spicy""]"
77,Lo Mein,/foodImages/lo_mein.jpeg,/models/lo_mein.glb,1,"{'LKR': 850, 'USD': 2.83}",Stir-fried noodles with vegetables and pork,4.6,Chinese,Quick (under 15 min),In Stock,[],550,18,65,20,Savory,Mild,"noodles, pork, vegetables, soy sauce",1 portion,"[""chinese"", ""noodles"", ""stir-fry""]",850.0,2.83,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,"['noodles', 'pork', 'vegetables', 'soy sauce']","[""High Protein"", ""Gluten-Free""]","[""stir-fry"", ""savory"", ""noodles"", ""mild"", ""chinese""]"
78,String Hoppers,/foodImages/string_hoppers.jpeg,/models/string_hoppers.glb,2,"{'LKR': 600, 'USD': 2.0}",Steamed rice noodles with curry,4.6,Sri Lankan,Medium (15–30 min),In Stock,['Gluten-Free'],400,8,80,5,Savory,Medium,"rice flour, coconut milk, curry",1 portion,"[""sri lankan"", ""noodles"", ""gluten-free""]",600.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,"['rice flour', 'coconut milk', 'curry']","[""Vegetarian""]","[""medium"", ""sri lankan"", ""savory"", ""vegetarian"", ""noodles"", ""gluten-free""]"
